date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:09:24	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:24%20GMT	https://www.cargas-personales.shop/images/icons/icon-personal-musica.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-personal-musica.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:24	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:24%20GMT	https://www.cargas-personales.shop/images/icons/icon-personal-videos.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-personal-videos.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:24	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:24%20GMT	https://www.cargas-personales.shop/images/icons/icon-personal-juegos.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-personal-juegos.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:24	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:24%20GMT	https://www.cargas-personales.shop/images/icons/icon-check-tienda.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-check-tienda.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:25	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:25%20GMT	https://www.cargas-personales.shop/images/icons/icon-text-success.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-text-success.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:25	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:25%20GMT	https://www.cargas-personales.shop/images/icons/icon-text-info.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-text-info.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:25	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:25%20GMT	https://www.cargas-personales.shop/images/icons/icon-text-warning.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-text-warning.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:25	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:25%20GMT	https://www.cargas-personales.shop/images/icons/icon-text-error.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-text-error.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:26	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:26%20GMT	https://www.cargas-personales.shop/images/icons/icon-arrow-right-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-arrow-right-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:26	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:26%20GMT	https://www.cargas-personales.shop/images/icons/icon-arrow-big-right.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-arrow-big-right.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:26	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:26%20GMT	https://www.cargas-personales.shop/images/icons/icon_1x1_gray.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon_1x1_gray.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:26	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:26%20GMT	https://www.cargas-personales.shop/images/icons/icon-minus-bold-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-minus-bold-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:26	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:26%20GMT	https://www.cargas-personales.shop/images/icons/icon-plus-bold-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-plus-bold-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:27	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:27%20GMT	https://www.cargas-personales.shop/images/icons/icon-minus-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-minus-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:27	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:27%20GMT	https://www.cargas-personales.shop/images/icons/icon-plus-black.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/images/icons/icon-plus-black.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:27	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:27%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_444444_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:27	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:27%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_555555_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:28	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:28%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_ffffff_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:28	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:28%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_777620_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:28	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:28%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_cc0000_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:28	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:28%20GMT	https://www.cargas-personales.shop/css/op/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/images/ui-icons_777777_256x240.png	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:28	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:28%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-hairline.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-hairline.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:29	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:29%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-hairline.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-hairline.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:29	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:29%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-hairline.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-hairline.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:29	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:29%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-hairline.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-hairline.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:29	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:29%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-light.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-light.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:30	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:30%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-light.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-light.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:30	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:30%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-light.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-light.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:30	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:30%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-light.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-light.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:30	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:30%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-regular.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-regular.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:30	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:30%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-regular.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-regular.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:31	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:31%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-regular.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-regular.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:31	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:31%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-regular.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-regular.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:31	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:31%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-medium.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-medium.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:31	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:31%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-medium.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-medium.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:32	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:32%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-medium.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-medium.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:32	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:32%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-medium.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-medium.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:32	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:32%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-bold.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-bold.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:32	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:32%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-bold.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-bold.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:33	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:32%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-bold.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-bold.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:33	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:33%20GMT	https://www.cargas-personales.shop/css/op/fonts/platform-bold.svg	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/platform-bold.svg	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:33	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:33%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-bold-webfont.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-bold-webfont.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:34	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:33%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-bold-webfont.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-bold-webfontd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:34	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:34%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-bold-webfont.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-bold-webfont.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:34	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:34%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalic.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalic.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:35	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:35%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalic.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalicd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:35	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:35%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BoldItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:35	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:35%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-Black.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-Black.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:36	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:36%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-Black.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-Blackd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:36	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:36%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-Black.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-Black.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:37	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:37%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalic.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalic.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:38	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:38%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalic.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalicd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:38	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:38%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalic.ttf	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-BlackItalic.ttf	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:39	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:39%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-light-webfont.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-light-webfont.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:39	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:39%20GMT	https://www.cargas-personales.shop/css/op/fonts/roboto-light-webfont?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-light-webfontd41d	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:39	24580/24580	---M--	200	added ('OK')	application/font-woff	etag:%226004-5cf83d765ed40%22	https://www.cargas-personales.shop/css/op/fonts/roboto-light-webfont.woff	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/roboto-light-webfont.woff	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:40	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:40%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-LightItalic.eot	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-LightItalic.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
18:09:40	289/289	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Feb%202026%2021:09:40%20GMT	https://www.cargas-personales.shop/css/op/fonts/Roboto-LightItalic.eot?	C:/My%20Web%20Sites/personal/www.cargas-personales.shop/css/op/fonts/Roboto-LightItalicd41d.eot	(from https://www.cargas-personales.shop/css/op/normalizer.css)
